slug,name,symbol_llama,category_llama,tvl,chains_llama
monolend,MonoLend,MLD,Lending,6272.934602322304,Polygon
monolith,Monolith,moSOLID,Yield Aggregator,567.1796122928355,Ethereum
monopoly-finance,Monopoly Finance,DUO,Farm,267.0446948135325,Arbitrum
monoswap-v2,MonoSwap V2,-,Dexs,2284.9969769373606,Blast
monoswap-v3,MonoSwap V3,-,Dexs,126053.4514280824,Blast
monox,MonoX,MONO,Dexs,11168.732287329283,Polygon;Ethereum
monroe-protocol,Monroe Protocol,-,CDP,11810.497203016002,Avalanche;Manta;Ethereum
monster,Monster,MST,Gaming,0.0,Fantom
monstro,MONSTRO,-,Yield,435662.9720248473,Base
moola-market,Moola Market,MOO,Lending,1323572.437944522,Celo
moon-flower-farmers,Moon Flower Farmers,MFF,Yield,0.0,Aurora
moon-swap,Moon Swap,MOON,Dexs,1404913.801377769,Conflux
moon.it,moon.it,-,Launchpad,,
moonbase,MoonBase,MOON,Dexs,436.79986405779914,Base
moonbase-alpha,Moonbase Alpha,MROCK,Dexs,5281.819910002242,Arbitrum
moonbeam,Moonbeam,GLMR,Canonical Bridge,0.0,
mooncake-finance,Mooncake Finance,-,Lending,1241.6485461932534,Base;Linea
moonchain,Moonchain,-,Chain,35063.905239339496,Arbitrum
moonchain-swap,Moonchain Swap,-,Dexs,135.34139828388874,Moonchain
moondao,MoonDao,MD,Reserve Currency,76.75664735982886,Moonriver
mooniswap,MooniSwap,-,Dexs,325791.6421754346,Ethereum
moonlander,Moonlander,MLP,Derivatives,31913915.202060908,Cronos;Cronos zkEVM
moonlift,MoonLift,MLTPX,Dexs,1253.022298178581,Binance
moonpie,MoonPie,-,Launchpad,,
moonpot,Moonpot,POTS,Yield,57180.81572665403,Binance;Fantom
moonshot-create,Moonshot Create,-,Launchpad,,
moonshot.money,moonshot.money,-,Trading App,,
moonswap,Moonswap,mSWAP,Dexs,122148.99932877778,Moonriver
moonthat,moonthat,-,Launchpad,24483.681672477374,Ethereum
moonwell-apollo,Moonwell Apollo,MFAM,Lending,886077.0208707666,Moonriver
moonwell-lending,Moonwell Lending,WELL,Lending,85030384.73496863,Base;Optimism;Moonbeam
moonwell-vaults,Moonwell Vaults,WELL,Onchain Capital Allocator,61737055.0382756,Base;Optimism
moose,Moose,-,Yield,0.1112001862649999,Solana
moraswap-v2,Moraswap V2,-,Dexs,11466.45600240029,Neon
moraswap-v3,Moraswap V3,-,Dexs,6236.72042200965,Neon
more-markets,MORE Markets,-,Lending,37566783.89392892,Flow
more-vaults,MORE Vaults,-,Onchain Capital Allocator,2169024.4158124067,Flow
moremarkets.xyz,MoreMarkets.xyz,-,Yield,4333869.875540761,Ethereum;Ripple;Flare;Near
moremoney,Moremoney,MORE,Lending,7544.580885047594,Avalanche
moret,Moret,MOR,Options Vault,1078.5618474390094,Polygon
morfi,MorFi,-,Dexs,44137.12870756487,Morph
mori-protocol,Mori Protocol,-,Dexs,477.2075056610205,TomoChain
moria-protocol,Moria Protocol,-,CDP,846643.5680892792,Bitcoincash
morkie,Morkie,MORK,NFT Marketplace,0.0,Polygon
morph-bridge,Morph Bridge,-,Bridge,25427813.435075898,Ethereum
morpheus-swap,Morpheus Swap,PILLS,Dexs,7985.77705850555,Fantom
morpheusai,MorpheusAI,MOR,AI Agents,25615272.07457153,Ethereum
morphex-v1-amm,Morphex V1 AMM,MPX,Dexs,,
morphex-v1-perps,Morphex V1 Perps,MPX,Derivatives,4.659564678900191e-05,Fantom
morphex-v2,Morphex V2,MPX,Derivatives,22924.67800535864,Fantom;Binance
morphex-v2-amm,Morphex V2 AMM,MPX,Dexs,,
morpho-v0-aavev3,Morpho V0 AaveV3,MORPHO,Lending,32372.799765739892,Ethereum
mortgagefi,MortgageFi,-,Lending,1173476.5147322717,Base;Arbitrum
mosaic-aggregator,Mosaic Aggregator,-,DEX Aggregator,,
mosaic-amm,Mosaic AMM,-,Dexs,1634204.1324429624,Movement
mosquitos-finance,Mosquitos Finance,SUCKR,Yield,0.0,Aptos
moss-genomics,Moss Genomics,-,CeDeFi,,
moth-finance,Moth Finance,MOTH,Algo-Stables,5.0989251102252435,Linea
mountain-protocol,Mountain Protocol,USDM,RWA,1403366.1948485982,Ethereum;Arbitrum;zkSync Era;Base;Optimism;Polygon
moveflow,MoveFlow,-,Payments,47.81858357927813,EDU Chain;Aptos
movegpt,MoveGPT,MGPT,Launchpad,0.0,Aptos
movement,Movement,MOVE,Chain,,
moveposition,MovePosition,-,Lending,8712198.392374374,Movement
movepump,MovePump,SMOVE,Launchpad,1410.1357460838476,Aptos
mover,Mover,MOVE,Yield,25438.43864921328,Ethereum;Polygon
mozaic,Mozaic,MOZ,Yield,7499.320754352365,Arbitrum;Avalanche;Fantom;Polygon;Binance;Kava
mstable-cdp,mStable CDP,DHT,CDP,3199658.2844901416,Ethereum;Polygon
mstable-yield,mStable Yield,DHT,Yield,0.0114301201587684,Ethereum
mswap,MSwap,-,Dexs,26743.281524391055,Matchain
mu-exchange,Mu Exchange,-,Derivatives,942.8089129817062,xDai
muesliswap,MuesliSwap,MILK,Dexs,352200.19090550335,Cardano;Milkomeda
mufex,MUFEX,-,Derivatives,276399.00874682324,Binance;Polygon;Arbitrum;Mantle
muffin,Muffin,-,Dexs,143277.64546433353,Ethereum
mugenfinance,MugenFinance,MGN,Yield Aggregator,3354846.663075322,Arbitrum
mugglelink,MuggleLink,-,Services,598.0935418415377,TON
muito-finance,Muito Finance,MUTO,Yield Aggregator,0.4718917287770545,Mantle
multex,MultEX,MULTEX,Dexs,112.09745182206792,Shape
multi-chain-miner,Multi-Chain Miner,-,Ponzi,4.132816451928872,Binance;Avalanche;Fantom;Polygon
multialt,Multialt,-,Yield,0.0,Kava
multibit-protocol,MultiBit Protocol,MUBI,Bridge,171255.71604125656,Bitcoin;Ethereum;BounceBit;Polygon;Binance
multichain,Multichain,MULTI,Bridge,92697516.74639748,Binance;Ethereum;Fantom;Polygon;Arbitrum;Klaytn;Avalanche;Optimism;Cronos;Harmony;Kucoin;Polygon zkEVM;Dogechain;Kardia;Arbitrum Nova;OKExChain;Velas;Moonbeam;DFK;IoTeX;Bittorrent;Fusion;Celo;Fuse;Moonriver;Shiden;EthereumClassic;Metis;Kava;xDai;Milkomeda;Telos;Aurora;Heco;CLV;RSK;Hoo;TomoChain;ThunderCore;Boba;Astar;Conflux;Cube;Milkomeda A1;Ronin;Evmos;smartBCH;EthereumPoW;Oasis;REI;GodwokenV1;Bitgert;Syscoin;OntologyEVM
multichainz,MultichainZ,-,Lending,164481.2281000729,Plume Mainnet;Ethereum;Base;Arbitrum
multipli.fi,Multipli.fi,-,Yield,63148365.02358535,Ethereum;Binance;Avalanche
multiplier,Multiplier,MXX,Lending,41781.49307940384,Binance;Ethereum
multiverse,multiverse,MVX,Dexs,0.0133793776500994,Kava
mummy-finance,Mummy Finance,MMY,Derivatives,174213.72960975408,Optimism;Arbitrum;Fantom;Base
munchables,Munchables,-,Farm,0.0,Blast
munchables-v2,Munchables V2,-,Farm,8203.62269541764,Blast
murica,Murica,EAGLE,Algo-Stables,0.0,Fantom
mushrooms-finance,Mushrooms Finance,MM,Yield Aggregator,34738.68263875613,Avalanche;Ethereum;Polygon;Binance;Fantom
musical-chairs,Musical Chairs,-,Gaming,15.657920158487164,Arbitrum
muuu-finance,Muuu Finance,MUUU,Yield,47331.40975302712,Astar
mux-deri-agg,MUX Deri Agg,MCB,Derivatives,,
mux-perps,MUX Perps,MCB,Derivatives,11991006.74434294,Arbitrum;Avalanche;Binance;Optimism;Fantom
mvcswap,MVCSwap,MSP,Dexs,167244.79452126686,MVC
mvl-staking,MVL Staking,MVL,Yield,0.0,Ethereum;Binance
my-neighbor-alice,My Neighbor Alice,ALICE,Services,0.0,
mycelium-perpetual-pools,Mycelium Perpetual Pools,MYC,Derivatives,193915.5082848241,Arbitrum
mycelium-perpetual-swaps,Mycelium Perpetual Swaps,MYC,Derivatives,128192.95199002972,Arbitrum
mymetatrader,MyMetaTrader,MMT,Derivatives,9504.423785571538,Arbitrum
mymine,MyMine,MYMINE,Yield,178.05703340942776,Fantom
myria,Myria,MYRIA,Chain,,
myriad-markets,Myriad Markets,-,Prediction Market,714047.4756397235,Abstract;Binance;Linea
myso-v1,MYSO V1,-,Lending,16134.149308166368,Ethereum;Arbitrum
myso-v2,MYSO V2,-,Lending,40875.21088885635,Arbitrum;Evmos;Mantle;Ethereum;Telos;Base;Linea
mystic-finance-lending,Mystic Finance Lending,-,Lending,13443862.132099776,Plume Mainnet
mystic-finance-myplume,Mystic Finance myPLUME,-,Liquid Staking,1.035637139430985,Plume Mainnet
myswap-cl,mySwap CL,-,Dexs,532422.7740390595,Starknet
myswap-v1,mySwap V1,-,Dexs,610949.8385530798,Starknet
myth-finance-dualstake,Myth Finance dualSTAKE,-,Liquid Staking,297583.20839550346,Algorand
mytrade,MyTrade,MYT,Dexs,9211.814911557622,Polygon;Moonbeam
myx-finance,MYX Finance,MYX,Derivatives,23237555.69070492,Binance;Linea;Arbitrum;Op_Bnb
n3rd-finance,N3RD Finance,N3RDz,Yield,0.0,Ethereum
nabla-finance,Nabla Finance,NABLA,Dexs,708757.0749478862,Hyperliquid L1;Berachain;Base;Arbitrum;Monad
nacho-finance,Nacho Finance,NACHO,Yield,0.0,Polygon
naka-dex,Naka Dex,-,Dexs,120818.16417807454,Naka
namada-shielded-pools,Namada Shielded Pools,-,Privacy,1474804.0443940256,Namada
nami-index,Nami Index,-,Indexes,210187.92615487,Thorchain
nano-swap,Nano Swap,NANO,Dexs,846.9189533571359,Base
naos-finance,NAOS Finance,NAOS,RWA,23435.660340222832,Binance;Ethereum
napier,Napier,-,Yield,516847.7409804539,Ethereum;Base;Arbitrum;Sonic;Hyperliquid L1;Polygon;Fraxtal;Binance;Optimism;Mantle;Avalanche
narwhal-finance,Narwhal Finance,NAR,Derivatives,1657.434957486358,Monad;Arbitrum;Binance
narwhalswap,Narwhalswap,NAR,Dexs,814721.200022651,Binance
nasdex,Nasdex,NSDX,Dexs,0.0,Polygon
nata-network,Nata Network,eNATA,Privacy,0.1929932882369437,Polygon
native-credit-pool,Native Credit Pool,-,Lending,32459766.7068374,Ethereum;Binance;Arbitrum;Base
native-swap,Native Swap,-,Dexs,5736.339803035588,Binance;Ethereum;Polygon;Arbitrum;Mantle;ZetaChain;Avalanche;Manta;zkLink
nava-finance,Nava finance,NAVA,Algo-Stables,416.1938047136469,REI
navi-lending,NAVI Lending,NAVX,Lending,267421535.41588813,Sui
navigator,Navigator,NAVI,Derivatives,1263698.4472331477,Sonic
nawa-protocol,Nawa Protocol,-,Yield Aggregator,545913.832454314,CORE;ZIGChain
nayms,Nayms,NAYM,Insurance,8.662194979452151,Ethereum;Base
nbx,NBX,-,CEX,2162844.769226282,Bitcoin;Ethereum;Cardano
near,NEAR,NEAR,Canonical Bridge,0.0,
near-intents,NEAR Intents,-,Cross Chain Bridge,49059382.34730712,Near;Ethereum;Bitcoin;Binance;Solana;Tron;Doge;Ripple;Litecoin;Arbitrum;Polygon;Base;xDai;Optimism;Aptos;Avalanche;TON;Sui;Berachain;Monad
nearlend-dao,Nearlend DAO,NELD,Lending,10.840250931160638,Near
nearpad,Nearpad,PAD,Dexs,32866.205697584686,Aurora
nebula-lending,Nebula Lending,-,Lending,573.648593577374,Nibiru
neby-dex,NEBY DEX,-,Dexs,4722.381090915303,Sapphire
neemo-finance,Neemo Finance,-,Liquid Restaking,1901229.690830004,Astar;Ethereum
neftyblocks,NeftyBlocks,NEFTY,NFT Marketplace,4732.547487655083,Wax
neko,NEKO,NEKO,Farm,0.0,Near
neku,Neku,NEKU,Lending,357870.33447932696,Moonriver;Arbitrum;Binance
nemesis-dao,Nemesis DAO,NMS,Reserve Currency,0.4448282779325034,Binance
nemo-vault,Nemo Vault,-,Yield Aggregator,148444.5961649059,Sui
nemo-yield-trading,Nemo Yield Trading,-,Yield,30630.645330731848,Sui
nemoswap,NemoSwap,-,Dexs,68024.6972390062,RENEC
neo-tokyo,Neo Tokyo,BYTE,Gaming,0.0,Ethereum
neoburger,NeoBurger,-,Liquid Staking,5982634.962218316,NEO
neopin-liquid,NEOPIN Liquid,NPT,Liquid Staking,17332.73593934168,Klaytn;Ethereum
neopin-pool,NEOPIN Pool,NPT,Dexs,24864.598141474016,Klaytn;Ethereum;Polygon
neopin-staking,NEOPIN Staking,NPT,Staking Pool,50171835.589826755,Klaytn;Tron
neptune,Neptune,-,Dexs,1526.5353200833445,Swellchain
neptune-finance,Neptune Finance,-,Lending,3355184.8010595688,Injective
neptune-lsd,Neptune LSD,-,Liquid Staking,58818.173969412645,Oasys
neptune-mutual,Neptune Mutual,NPM,Insurance,0.0,Binance;Ethereum;Arbitrum
neptune-protocol,Neptune Protocol,NPT,CDP,6706.9419655515585,Eclipse
neptunex,Neptunex,NPTX,Dexs,3088.69841021575,Blast
nereus-finance,Nereus Finance,WXT,Lending,78199.59943344699,Avalanche
nerite,Nerite,NERI,CDP,3404098.5630519437,Arbitrum
nerve,Nerve,NRV,Dexs,1663828.2900543986,Binance
nerve-staking,Nerve Staking,NVT,Dexs,146162.0,Nuls
nervebridge,NerveBridge,-,Bridge,773482.2544852358,Ethereum;Binance;Nuls;Blast;Linea;Bitcoin;Tron;zkSync Era;Arbitrum;Optimism;Scroll;EthereumClassic;ENULS;Polygon zkEVM;smartBCH;Polygon;Base;X Layer;Celo;Bitgert;Avalanche;Kucoin;Klaytn;Cronos;REI;Kava;EthereumPoW;OKExChain;Metis;ZetaChain;Fantom;Harmony;IoTeX;Manta;Merlin;Mode;Pulse;EOS EVM
nerveswap,NerveSwap,-,Dexs,2400229.0,Nuls
nest-credit,Nest Credit,-,RWA,44555511.13750989,Plume Mainnet;Ethereum;Plasma;Binance
nest-protocol-staking,Nest Protocol Staking,NEST,Oracle,0.0,Polygon;Kucoin;Ethereum;Binance
nested,Nested,-,Indexes,189516.4899136505,Binance;Polygon;Optimism;Arbitrum;Ethereum;Avalanche
nestfi,NestFi,NEST,Derivatives,0.0,Ethereum;Binance
nether.fi,Nether.Fi,NFI,Derivatives,7001.777883753869,Base
netswap,NetSwap,NETT,Dexs,1610123.4850188792,Metis
netweave-lending,NetWeave Lending,NEW,Lending,13349.772932297425,Mode
netweave-vaults,NetWeave Vaults,NEW,Yield,9.997018718038088,Mode
neuralai,NeuralAI,NEURAL,Farm,0.0,Ethereum
neuron,neuron,-,Bridge,0.0,Optimism;Base;Linea;Arbitrum
neuronswap,Neuronswap,NR,Dexs,4491.097075527159,Klaytn
neutra-finance,Neutra Finance,NEU,Yield,3219.720216594576,Arbitrum
neutral-trade,Neutral Trade,-,Onchain Capital Allocator,43420445.23042038,Solana
neutrino,Neutrino,NSBT,Indexes,339605.1640061245,Waves
neutroswap,Neutroswap,NEUTRO,Dexs,0.0,EOS EVM
neuy,NEUY,NEUY,Services,0.0,Ethereum;Polygon;Base
newdex,NewDex,DEX,Dexs,4381.929778872339,EOS
newland,Newland,-,Yield,11523.579632814375,Ethereum;Heco
newspace-finance,NewSpace Finance,NEWSPACE,Farm,262.96105133004363,Binance
newswap,Newswap,-,Dexs,781707.7082848828,Newton
newthrone,NewThrone,THRO,Gaming,0.0,Base
nex,NEX,-,Derivatives,189.72598901455856,Optimism;Aurora
nexapia,Nexapia,-,Dexs,517.4344850049654,Flare
nexion,Nexion,NEON,Yield,448.70689570984354,Pulse
nexo,Nexo,NEXO,CEX,351252044.39463586,Ethereum;Polygon;Avalanche;Binance;Arbitrum;Optimism;Fantom
nexter,Nexter,-,Prediction Market,57.12671731692176,Polygon;Mantle
nexton,Nexton,-,Basis Trading,7406.385277761019,TON
nexus-btc,Nexus BTC,-,Bridge,525621587.4017037,Bitcoin
nexus-mutual,Nexus Mutual,NXM,Insurance,146004228.56797925,Ethereum
nexus-portal,Nexus Portal,NEXU,Dexs,10240.930204635602,XDC
nexus-protocol,Nexus Protocol,PSI,Yield,0.0,Terra
nf3-ape,NF3 APE,-,Liquid Staking,6184.207888642114,Ethereum
nfa-zone,NFA Zone,-,Launchpad,728.9576443101646,Neutron
nft-hive,NFT Hive,-,NFT Marketplace,4346.7942179916245,Wax
nft20,NFT20,MUSE,NFT Marketplace,93487.36132015647,Ethereum;Polygon
nft360,NFT360,-,NFT Marketplace,0.0,Kava
nftb,NFTb,NFTB,Yield,2812.097411359742,Binance
nftearth,NFTEarth,NFTE,NFT Marketplace,0.0,
nftfi,NFTfi,NFTFI,NFT Lending,19251.81593220957,Ethereum
nftperp,nftperp,-,NftFi,3671.7050753121384,Blast;Arbitrum
nftx,NFTX,NFTX,NFT Marketplace,3473033.0952557484,Ethereum;Arbitrum
ngmi-zone,NGMI Zone,-,Luck Games,31.67351477642625,Neutron
nidhi-dao,Nidhi-Dao,GURU,Reserve Currency,0.0,Polygon
nightmare-finance,Nightmare Finance,FEAR,Farm,127.87791510358338,Fantom
nightshade-finance,Nightshade Finance,-,Dexs,278306.2975405672,Alephium
niifi,NiiFi,NIIFI,Dexs,73790.2007848735,Nahmii
nile-cl,Nile CL,NILE,Dexs,703156.6674843209,Linea
nile-legacy,Nile Legacy,NILE,Dexs,510599.568012968,Linea
nileriver,Nileriver,NIL,Yield,0.0,Moonriver
nimbora-lending,Nimbora Lending,-,Lending,0.0,Starknet
nimbora-lst,Nimbora LST,-,Liquid Staking,135731.35860377326,Starknet
nimbora-yield,Nimbora Yield,-,Yield,316647.44432484877,Starknet
nimbora-yield-aggregator,Nimbora Yield Aggregator,-,Yield,203314.0764096841,Starknet
ninja-blaze,Ninja Blaze,-,Prediction Market,,
ninjaroll,NinjaRoll,ROLL,Luck Games,0.0,Injective
ninjavault,NinjaVault,-,Yield Aggregator,0.0,Injective
niob-finance,Niob Finance,NIOB,Dexs,133744.22262351678,Binance
nirvana-v1,Nirvana V1,ANA,CDP,2.5133414945139996,Solana
nirvana-v2,Nirvana V2,ANA,Reserve Currency,3529233.429560664,Solana
nitron,Nitron,-,CDP,109692.7874965041,Carbon
nlx-protocol,NLX Protocol,-,Derivatives,1583.4359711643635,CORE
noah-swap,Noah Swap,-,Dexs,0.0,EOS EVM
noaharkdao,NoahArkDAO,NRK,Reserve Currency,15.55555901689626,Avalanche
noble,Noble,-,Chain,238974828.76292005,Noble
nocturne,Nocturne,-,Privacy,100241.0108127122,Ethereum
nodedao,NodeDAO,-,Liquid Staking,60739258.25503335,Ethereum
nodo,NODO,-,Prediction Market,0.8447894058784089,Celo;Polygon;Avalanche;Binance;Base
nolus-protocol,Nolus Protocol,NLS,Lending,1824652.0949055548,Osmosis;Nolus;Neutron
nomad,Nomad,-,Bridge,1252313.312012303,Ethereum;Milkomeda;Moonbeam;Evmos
nome-protocol,NOME Protocol,NOME,Algo-Stables,1980830.8640411852,Berachain
nomiswap,Nomiswap,NMX,Dexs,1400377.373786318,Binance
none-trading,None Trading,NONE,Services,0.0,
nonkyc,NonKYC,-,CEX,8019825.86072832,Binance;Ethereum;Arbitrum;Polygon;Avalanche;Optimism;Algorand;Base;Sonic;Flare;Cardano;Tron;Litecoin;Energi;Ripple
noon,Noon,-,Yield,23434136.877095297,Ethereum;Sophon;TAC;zkSync Era
nord-finance,Nord Finance,NORD,Yield Aggregator,7346.875130583794,Ethereum;Avalanche;Polygon
nordstern.finance,Nordstern.Finance,-,DEX Aggregator,,
north-pole,North Pole,POLE,CDP,887.3400740152151,Avalanche
nostra-money-market,Nostra Money Market,NSTR,Lending,15426952.752099434,Starknet
nostra-money-market-alpha,Nostra Money Market Alpha,NSTR,Lending,186798.93654776193,Starknet
nostra-nststrk,Nostra nstSTRK,NSTR,Liquid Staking,106392.90317635873,Starknet
nostra-pools,Nostra Pools,NSTR,Dexs,700690.1835579958,Starknet
notiboy,Notiboy,-,Services,0.0,
notional-v2,Notional V2,NOTE,Lending,3096346.814779559,Ethereum
notional-v3,Notional V3,NOTE,Lending,837.3189765873881,Arbitrum;Ethereum
nouns,Nouns,-,Services,0.0,
nova,Nova,-,Telegram Bot,,
nova-fox,Nova Fox,NFX,Launchpad,0.0,Cronos
novaswap-v1,NovaSwap V1,-,Dexs,1026.037506204705,zkLink
novaswap-v2,NovaSwap V2,-,Dexs,22390.485366077755,zkLink
novation,Novation,Nova,Lending,15.827999429560528,Blast
nowswap,NowSwap,-,Dexs,7.335250008354592,Ethereum
noxa,NOXA,-,Dexs,73720.20098958493,Abstract
nsure,Nsure,NSURE,Insurance,318723.11565257737,Ethereum
ntm.ai,NTM.ai,-,SoFi,,
nucleon,Nucleon,NUT,Liquid Staking,1561558.6132721882,Conflux
nucleus,Nucleus,-,Yield Aggregator,45835346.82742024,Plume Mainnet;Ethereum;Swellchain;Arbitrum
nudes,NUDES,NUDES,Liquid Staking,0.0,NEO
nuls,Nuls,NULS,Chain,0.0,Nuls
nuls-pocm,NULS POCM,-,Services,0.0,Nuls
numbers-protocol,Numbers Protocol,NUM,Services,1351.360987647467,Binance;Ethereum
numisme,NumisMe,NUME,Yield,383.6195839202514,Ethereum
numoen,Numoen,-,Derivatives,35923.61959977717,Arbitrum;Polygon;Celo
nuon-finance,NUON Finance,NUON,CDP,13179.688967732898,Arbitrum
nuri-cl,Nuri CL,NURI,Dexs,186527.91166727457,Scroll
nuri-legacy,Nuri Legacy,NURI,Dexs,8595.430513937354,Scroll
nusa,Nusa,NUSA,Lending,160627.9240208627,Binance;Lisk
nutbox,Nutbox,-,Services,0.0,Binance;ENULS
nx-finance,NX Finance,-,Yield Aggregator,2982087.415610795,Solana
nxd-protocol,NXD Protocol,NXD,Farm,0.0,Ethereum
nxfi-protocol,NxFi Protocol,-,Lending,9359.443098871176,Solana
nyke-finance,Nyke Finance,-,Lending,8.952727523382535,EthereumClassic
o.lab,O.LAB,-,Prediction Market,37593.40575459727,Base
o2-dao,O2 DAO,OTWO,Reserve Currency,0.0,Avalanche
o3-swap,O3 Swap,O3,Cross Chain Bridge,0.0,Ethereum;Binance;Polygon;Fantom;Arbitrum;Optimism;Avalanche;xDai;Metis;Celo;Kucoin;Cube;Astar;Bitgert
oakfarm,OakFarm,OKF,Yield,20.20653036756261,OKExChain
oas-jumbo,OAS Jumbo,-,Farm,9500.870062011028,Oasys
oasisswap,OasisSwap,PSI,Dexs,13615.464948108687,Arbitrum;Base
oaswap,Oaswap,OAS,Dexs,539.3645532648515,Oasis
oasys,Oasys,OAS,Gaming,,
obeliskbtc,ObeliskBTC,-,Bridge,6112847.481262703,Bitcoin
obric,Obric,-,Dexs,2590.8828868458104,Aptos
obsidian,Obsidian,-,Dexs,247539.0624859524,Cronos;Cronos zkEVM
obswap,OBSwap,OBT,Dexs,0.0887249939950513,EOS
occamx,OccamX,OCX,Dexs,0.0,Milkomeda
ocean-one,Ocean One,-,Dexs,839656.22,Mixin
ocean-point,Ocean Point,BST,Farm,0.0,Ethereum
oceanos,Oceanos,-,CDP,228.90727648910163,Manta
oceanus,Oceanus,SEA,Algo-Stables,0.0,Metis
ocelex-v1,Ocelex V1,-,Dexs,3021.164684674599,Zircuit
ocelex-v2,Ocelex V2,-,Dexs,364118.05849412933,Zircuit
ocelotdex,OcelotDex,-,Dexs,6.605742362315957,ZetaChain
ociswap-basic,Ociswap Basic,OCI,Dexs,63406.76719455846,Radix
ociswap-precision,Ociswap Precision,OCI,Dexs,165755.17858948634,Radix
ocp-finance,OCP Finance,OCP,Lending,20343.49640621481,Binance
octane-finance,Octane Finance,OCTANE,Dexs,1331.927498821101,Binance
octolsd,OctoLSD,-,Yield,196.3665654549713,Ethereum
octoplace,OCTOplace,GLCR,NFT Marketplace,0.9774437051744252,Theta;Kava
octopow-finance,OctoPow Finance,OTP,Dexs,4.597828294486095,EthereumPoW
octopus-finance,Octopus Finance,OC,Yield Aggregator,3.394267702222315e-05,Arbitrum
octopus-network,Octopus Network,OCT,Restaking,0.0,Near
octus-bridge,Octus Bridge,BRIDGE,Bridge,23429028.654593647,Ethereum;Everscale;Binance;Polygon;Fantom;Avalanche;Milkomeda
oddz,Oddz,ODDZ,Options,59178.63869978996,Avalanche;Binance
odos,ODOS,ODOS,DEX Aggregator,,
odyssey-finance,Odyssey Finance,-,Yield Aggregator,12134211.0,Ethereum;Base;Plasma;Optimism
official-trump,Official Trump,TRUMP,Meme,,
ogx,OGX,OGX,Synthetics,0.0,EOS
oh-finance,Oh Finance,OH,Yield,3017.6869961451566,Avalanche;Moonriver;Ethereum;Metis
ohmpow,OHMPOW,OHMW,Dexs,0.0,EthereumPoW
ohmycrypt,OhMyCrypt,-,Dexs,11.197409467565496,Base
oin-finance,Oin Finance,OIN,Algo-Stables,35699.34637698134,Ethereum;Harmony;Near
okc-liquid-staking,OKC Liquid Staking,-,Liquid Staking,0.0,OKExChain
okcoin,Okcoin,-,CEX,25764325.644281924,Bitcoin;Ethereum;Tron;Polygon;Avalanche;OKExChain
okcswap,OKCSwap,-,Dexs,69081.89016621247,OKExChain
okielaunch,OkieLaunch,-,Launchpad,849.4369930955997,X Layer
okieswap-stableswap,OkieSwap Stableswap,-,Dexs,31239.718286109943,X Layer
okieswap-v2,OkieSwap V2,-,Dexs,118895.56597478896,X Layer
okieswap-v3,OkieSwap V3,-,Dexs,211287.5809848424,X Layer
okto-wallet-perps,Okto Wallet Perps,-,Interface,,
okx,OKX,-,CEX,23099691561.591255,Ethereum;Bitcoin;Solana;Doge;Tron;Litecoin;Ripple;Arbitrum;Aptos;Linea;Optimism;TON;Base;zkSync Era;Scroll;Starknet;Avalanche;Polygon;Polkadot
okx-bridge,OKX Bridge,-,Bridge Aggregator,,
okx-swap,OKX Swap,-,DEX Aggregator,,
okx-xbtc,OKX xBTC,-,Bridge,70358197.72331093,Bitcoin
olive,Olive,-,Options Vault,52424.27579843531,Ethereum;Polygon;Arbitrum
olive-cash,Olive Cash,OLIVE,Yield,126162.7355645964,Binance;Avalanche;Fantom
olive-network,Olive Network,-,Farm,142366.85331785568,Ethereum;Arbitrum
olivedao,OliveDAO,-,Yield,14051.958252350028,Polygon
olympulsex,OlympulseX,SEX,Reserve Currency,0.0,Pulse
olympus-dao,Olympus DAO,OHM,Reserve Currency,0.0,Ethereum
olympus-finance,Olympus Finance,THERMES,Algo-Stables,0.0,Fantom
omax-swap,Omax Swap,-,Dexs,13945.60049153593,Omax
omega,Omega,-,Leveraged Farming,13488.835278568808,Mantle
omicron,Omicron,OMIC,Reserve Currency,0.0,Arbitrum
omm,Omm,OMM,Lending,150404.33699878142,Icon
omni-exchange-flux,Omni Exchange Flux,OMNI,Dexs,1171.221496212372,Base;Sonic;Avalanche;Optimism;Arbitrum;Binance;Plasma
omni-exchange-v2,Omni Exchange V2,OMNI,Dexs,18105.08314046185,Base;Sonic;Arbitrum;Avalanche;Binance;Optimism;Plasma
omni-exchange-v3,Omni Exchange V3,OMNI,Dexs,188654.86544715893,Base;Binance;Plasma;Optimism;Sonic;Avalanche;Arbitrum
omni-liquid-staking,Omni Liquid Staking,-,Liquid Staking,487904.7842723995,Astar;Moonbeam;Moonriver;Astar zkEVM
omni-network,Omni Network,OMNI,Chain,,
omni-protocol,Omni Protocol,-,Lending,24.71523039619046,Ethereum
omnibtc,OmniBTC,-,Lending,2581089.3500580317,Sui;Arbitrum;Base;Ethereum;Polygon;Optimism;Avalanche;Binance
omnidex-lend,Omnidex Lend,CHARM,Lending,0.0016333459164284,Telos
omnidex-perpetuals,OmniDex Perpetuals,CHARM,Derivatives,132.29971016425412,Telos
omnidex-swap,OmniDex Swap,CHARM,Dexs,881.6757326906101,Telos
omnidrome,Omnidrome,OMNI,Dexs,4023.4845984086496,ZetaChain
omnipool,Omnipool,-,Liquid Staking,636.0835265740719,ZetaChain
omniswap,OmniSwap,-,Dexs,97.6053556987902,Nibiru
