protocol_name_raw,symbol,category,chains,tvl_max,audit_firms,audit_score_max,audit_score_mean,last_audit_date,audit_sources,audit_firm_count,has_audit,audit_score,any_top_firm
Limitless,-,Derivatives,['Multi-Chain'],2322.558315681646,[],,,,['api'],0,0,,0
Limitless Exchange,-,Prediction Market,['Base'],553437.9398630175,[],,,,['api'],0,0,,0
LineHub Perps,-,Derivatives,['Linea'],29491.522048378232,[],,,,['api'],0,0,,0
LineHub V2,-,Dexs,['Linea'],922.1996922036068,[],,,,['api'],0,0,,0
LineHub V3,-,Dexs,['Linea'],4163.342985208419,[],,,,['api'],0,0,,0
Linea Bridge,-,Canonical Bridge,['Ethereum'],2577457150.7770123,[],,,,['api'],0,0,,0
Linear Finance,LINA,Derivatives,['Binance'],8242.879743921323,[],,,,['api'],0,0,,0
Linkswap,-,Dexs,['zkLink'],38339.51011363034,[],,,,['api'],0,0,,0
LinqAI,LNQ,Farm,['Ethereum'],0.0,[],,,,['api'],0,0,,0
Lion Commerce,LION,Services,['Kava'],0.0,[],,,,['api'],0,0,,0
LionDEX,LION,Derivatives,['Arbitrum'],0.3820514938500716,[],,,,['api'],0,0,,0
Liqee,LQE,Lending,['Multi-Chain'],453.20409763987215,[],,,,['api'],0,0,,0
LiquiX,-,Liquidity manager,['Multi-Chain'],12305.919641155231,[],,,,['api'],0,0,,0
Liquid Agents,-,Liquid Staking,['Sui'],160112.6567055984,[],,,,['api'],0,0,,0
Liquid Bolt,-,Yield,['Multi-Chain'],433.4923531596045,[],,,,['api'],0,0,,0
Liquid Collective,LsETH,Liquid Staking,['Ethereum'],1500511063.2609472,[],,,,['api'],0,0,,0
Liquid Driver,LQDR,Yield,['Multi-Chain'],423628.706231661,[],,,,['api'],0,0,,0
Liquid Finance,LIQD,Yield,['Arbitrum'],106533.81491021885,[],,,,['api'],0,0,,0
Liquid Finance Protocol,-,Liquid Staking,['Archway'],18697.420919554635,[],,,,['api'],0,0,,0
Liquid Perps,-,Interface,['nan'],,[],,,,['api'],0,0,,0
Liquid Ron,-,Liquid Staking,['Ronin'],2945701.3705405784,[],,,,['api'],0,0,,0
LiquidLaunch,-,Launchpad,['nan'],,[],,,,['api'],0,0,,0
LiquidLoans,LOAN,CDP,['Pulse'],22106359.58778064,[],,,,['api'],0,0,,0
LiquidOps,LQD,Lending,['AO'],154785.9600474878,[],,,,['api'],0,0,,0
LiquidSwap,LSD,Dexs,['Aptos'],9545339.980538052,[],,,,['api'],0,0,,0
Liquidity Finance,-,Dexs,['Kava'],0.0,[],,,,['api'],0,0,,0
Liquidity House,-,Prediction Market,['Etherlink'],675260.812267609,[],,,,['api'],0,0,,0
Liquidrium,-,Yield,['Multi-Chain'],916.9381644167324,[],,,,['api'],0,0,,0
Liquidswap HL,LIQD,DEX Aggregator,['nan'],,[],,,,['api'],0,0,,0
Liquify,Liquify,Dexs,['CORE'],21.138515841485265,[],,,,['api'],0,0,,0
Liquis,LIQ,Yield,['Ethereum'],1970403.9326381988,[],,,,['api'],0,0,,0
Liquity V1,LQTY,CDP,['Ethereum'],330911811.0385154,[],,,,['api'],0,0,,0
Liquity V2,LQTY,CDP,['Ethereum'],156502916.67344296,[],,,,['api'],0,0,,0
Liqwid,LQ,Lending,['Cardano'],99206934.086657,[],,,,['api'],0,0,,0
Lisk Bridge,LISK,Canonical Bridge,['Ethereum'],97555273.9330405,[],,,,['api'],0,0,,0
Lista CDP,LISTA,CDP,['Binance'],835572379.8089309,[],,,,['api'],0,0,,0
Lista Lending,LISTA,Lending,['Binance'],1022986532.2407976,[],,,,['api'],0,0,,0
Lista Liquid Staking,LISTA,Liquid Staking,['Binance'],1120858162.7805176,[],,,,['api'],0,0,,0
Listapie,-,Farm,['Binance'],229016.0941180461,[],,,,['api'],0,0,,0
Lit.Trade,-,Interface,['nan'],,[],,,,['api'],0,0,,0
Litecoin,LTC,Chain,['nan'],,[],,,,['api'],0,0,,0
Litx,LitX,Dexs,['Multi-Chain'],1686.8400643908844,[],,,,['api'],0,0,,0
Livepeer,LPT,Video Infrastructure,['nan'],,[],,,,['api'],0,0,,0
Lixir Finance,LIX,Liquidity manager,['Ethereum'],125857.8546362146,[],,,,['api'],0,0,,0
Lizard,LIZ,Dexs,['Oasis'],947.8039774655874,[],,,,['api'],0,0,,0
Llama Airforce,-,Yield,['Ethereum'],9425320.932037644,[],,,,['api'],0,0,,0
LlamaPay,-,Payments,['Multi-Chain'],1757394.3332930158,[],,,,['api'],0,0,,0
LlamaRisk,-,Risk Curators,['Ethereum'],290196.65207030025,[],,,,['api'],0,0,,0
LlamaSwap,-,DEX Aggregator,['nan'],,[],,,,['api'],0,0,,0
Llamalend,-,NFT Lending,['Ethereum'],36936.44225643112,[],,,,['api'],0,0,,0
LoTerra,LOTA,Prediction Market,['Terra'],0.0,[],,,,['api'],0,0,,0
Loanshark Core,-,Lending,['Scroll'],16874.424006031153,[],,,,['api'],0,0,,0
LobbyFi,-,Governance Incentives,['nan'],,[],,,,['api'],0,0,,0
Lobis,LOBI,Reserve Currency,['Ethereum'],0.0,[],,,,['api'],0,0,,0
Lobster Protocol,-,Yield Aggregator,['Arbitrum'],41222.76297514595,[],,,,['api'],0,0,,0
Lockless Protocol,-ESS,Liquid Staking,['Multi-Chain'],4478.404494,[],,,,['api'],0,0,,0
Locus Finance,LOCUS,Yield,['Multi-Chain'],80827.13208366718,[],,,,['api'],0,0,,0
Lodestar V0,LODE,Lending,['Arbitrum'],11618.538065203593,[],,,,['api'],0,0,,0
Lodestar V1,LODE,Lending,['Arbitrum'],813688.5429532875,[],,,,['api'],0,0,,0
Lofty,-,RWA,['Algorand'],98480333.42,[],,,,['api'],0,0,,0
LogX V1,LOGX,Derivatives,['Multi-Chain'],3754.882376222928,[],,,,['api'],0,0,,0
LogX V2,LOGX,Derivatives,['Multi-Chain'],197.873018169622,[],,,,['api'],0,0,,0
Logium,-,Derivatives,['Ethereum'],6382.713318602222,[],,,,['api'],0,0,,0
LolPad Finance,-,Dexs,['Scroll'],4.394095037861914,[],,,,['api'],0,0,,0
Lolik Liquid Staking,-,Liquid Staking,['Bahamut'],54240031.78192755,[],,,,['api'],0,0,,0
Lombard,-,Restaked BTC,['Multi-Chain'],1439801633.043905,[],,,,['api'],0,0,,0
Lombard Vault,-,Yield,['Multi-Chain'],42270551.0970306,[],,,,['api'],0,0,,0
Longdrink,LONG,Indexes,['Binance'],0.0,[],,,,['api'],0,0,,0
LooksRare,LOOKS,NFT Marketplace,['Ethereum'],0.0,[],,,,['api'],0,0,,0
Loop,-,Leveraged Farming,['Multi-Chain'],2698756.666613407,[],,,,['api'],0,0,,0
Loop Finance,LOOP,Dexs,['Multi-Chain'],29566.646058783193,[],,,,['api'],0,0,,0
Looped Hype,LHYPE,Yield,['Hyperliquid L1'],34016361.31085604,[],,,,['api'],0,0,,0
Loopring,LRC,Dexs,['Multi-Chain'],24336072.01743886,[],,,,['api'],0,0,,0
Loopscale,-,Lending,['Solana'],61872663.1353313,[],,,,['api'],0,0,,0
Loot  DAO,LOOT,Services,['nan'],0.0,[],,,,['api'],0,0,,0
LootSwap,LOOT,Dexs,['Harmony'],23130.282156521247,[],,,,['api'],0,0,,0
Lootbase,-,Interface,['nan'],,[],,,,['api'],0,0,,0
Looter,LOOTER,Trading App,['nan'],,[],,,,['api'],0,0,,0
Lore Finance,LORE,Lending,['Scroll'],10351.745702929473,[],,,,['api'],0,0,,0
Lorenzo,-,Restaked BTC,['Bitcoin'],36073986.142311186,[],,,,['api'],0,0,,0
Lorenzo enzoBTC,-,Bridge,['Bitcoin'],632287091.7760099,[],,,,['api'],0,0,,0
Loreum,-,Services,['nan'],,[],,,,['api'],0,0,,0
Louverture,LVT,Yield,['Avalanche'],0.0,[],,,,['api'],0,0,,0
Love.io,LOVE,SoFi,['Multi-Chain'],0.0,[],,,,['api'],0,0,,0
Lovely Swap,-,Dexs,['Multi-Chain'],385.76218856372617,[],,,,['api'],0,0,,0
LowcostSwap,LOWCOST,Yield,['Binance'],2679.971750357644,[],,,,['api'],0,0,,0
Loxodrome AMM,-,Dexs,['IoTeX'],232755.67975855255,[],,,,['api'],0,0,,0
Loxodrome Perp,-,Derivatives,['IoTeX'],10411.108425121858,[],,,,['api'],0,0,,0
LuaSwap,LUA,Dexs,['Multi-Chain'],135115.27573257036,[],,,,['api'],0,0,,0
Luchadores,LUCHA,Gaming,['Polygon'],0.0,[],,,,['api'],0,0,,0
Lucidly Finance,-,Yield,['Multi-Chain'],191963.84003542713,[],,,,['api'],0,0,,0
LuckyChip,LC,Prediction Market,['Binance'],892.4396378575304,[],,,,['api'],0,0,,0
LuckyFuture,-,Derivatives,['Solana'],52794740.554500915,[],,,,['api'],0,0,,0
LuckyStake.app,-,Yield Lottery,['Mantra'],1186.835797477782,[],,,,['api'],0,0,,0
LuigiSwap,LUIGI,Dexs,['Multi-Chain'],732206.1163003865,[],,,,['api'],0,0,,0
Lulo,-,Yield Aggregator,['Solana'],109245621.35353002,[],,,,['api'],0,0,,0
Lume Finance,LUME,Farm,['Cronos'],496.35590568782703,[],,,,['api'],0,0,,0
Lumen Money,-,Lending,['Neon'],20920.92529596489,[],,,,['api'],0,0,,0
LumenSwap,LSP,Dexs,['Stellar'],12677344.0,[],,,,['api'],0,0,,0
Lumi Finance,LUA,Algo-Stables,['Arbitrum'],143.74481651714996,[],,,,['api'],0,0,,0
Lumin Finance,LUMIN,Lending,['Arbitrum'],0.0,[],,,,['api'],0,0,,0
Luminous Finance,LUMI,Dexs,['Tron'],0.0,[],,,,['api'],0,0,,0
LunaFi,LFI,Prediction Market,['Polygon'],15.433251348620235,[],,,,['api'],0,0,,0
Lunagens,LUNG,Dexs,['Lung'],0.0,[],,,,['api'],0,0,,0
Lunos,UNO,Insurance,['Multi-Chain'],43719.173573938315,[],,,,['api'],0,0,,0
Luxor Money,LUX,Reserve Currency,['Fantom'],0.0,[],,,,['api'],0,0,,0
LuxsFi,-,Yield Aggregator,['Multi-Chain'],361.99135315683134,[],,,,['api'],0,0,,0
Lybra V1,LBR,CDP,['Ethereum'],677934.6654721586,[],,,,['api'],0,0,,0
Lybra V2,LBR,CDP,['Ethereum'],110160.70522477552,[],,,,['api'],0,0,,0
Lydia,LYD,Dexs,['Avalanche'],95967.21741845208,[],,,,['api'],0,0,,0
Lympo,SPORT,Gaming,['Polygon'],0.0,[],,,,['api'],0,0,,0
Lynex V1,LYNX,Dexs,['Linea'],562367.6742335416,[],,,,['api'],0,0,,0
Lynex V2,LYNX,Dexs,['Linea'],2856243.108253678,[],,,,['api'],0,0,,0
Lynx,-,Derivatives,['Multi-Chain'],400911.408193825,[],,,,['api'],0,0,,0
LyveFinance,LYVE,CDP,['Multi-Chain'],52696.273878694745,[],,,,['api'],0,0,,0
M0,POWER,Stablecoin Issuer,['Ethereum'],773734644.7992239,[],,,,['api'],0,0,,0
M11 Credit,-,Risk Curators,['Ethereum'],80376.00917460174,[],,,,['api'],0,0,,0
MAHA.xyz,MAHA,CDP,['Multi-Chain'],0.0,[],,,,['api'],0,0,,0
MAMA,-,Dexs,['Polygon'],101.87933718725624,[],,,,['api'],0,0,,0
MANTRA DAO,OM,Lending,['Multi-Chain'],12512.091909818895,[],,,,['api'],0,0,,0
MANTRA Swap,-,Dexs,['Mantra'],706108.1486634193,[],,,,['api'],0,0,,0
MARSWAP,MSWAP,Dexs,['Multi-Chain'],23130.11774167863,[],,,,['api'],0,0,,0
MAYZ Protocol,MAYZ,Indexes,['Cardano'],91.8555635858389,[],,,,['api'],0,0,,0
MCDEX,MCB,Dexs,['Multi-Chain'],2836459.8628356215,[],,,,['api'],0,0,,0
MDEX,MDX,Dexs,['Multi-Chain'],1961284.140157246,[],,,,['api'],0,0,,0
MEMECAST.AI,MCAI,Prediction Market,['nan'],,[],,,,['api'],0,0,,0
MERLIN DEX,MAGE,Dexs,['zkSync Era'],0.0,[],,,,['api'],0,0,,0
METF Finance,METF,Yield,['Cronos'],0.0,[],,,,['api'],0,0,,0
MEV Capital,-,Risk Curators,['Multi-Chain'],1190623732.0954275,[],,,,['api'],0,0,,0
MEV Protocol,-,Liquid Staking,['Ethereum'],220665.09524721152,[],,,,['api'],0,0,,0
MEVX,-,Telegram Bot,['nan'],,[],,,,['api'],0,0,,0
MEXC,-,CEX,['Multi-Chain'],5125956418.312263,[],,,,['api'],0,0,,0
MFIL Protocol,-,Liquid Staking,['Filecoin'],955.2484462468296,[],,,,['api'],0,0,,0
MFinance,MG,Yield,['Ethereum'],16609.8615001552,[],,,,['api'],0,0,,0
MIM Swap,-,Dexs,['Multi-Chain'],14272994.38430377,[],,,,['api'],0,0,,0
MIND Games,CRX,Dexs,['Arbitrum'],22790.683539352332,[],,,,['api'],0,0,,0
MITTE,-,NftFi,['nan'],,[],,,,['api'],0,0,,0
MM Finance Arbitrum,MMF,Dexs,['Arbitrum'],2886.082982280267,[],,,,['api'],0,0,,0
MM Finance Arbitrum V3,-,Dexs,['Arbitrum'],11313.741482233449,[],,,,['api'],0,0,,0
MM Finance Cronos,MMF,Dexs,['Cronos'],2890480.946626288,[],,,,['api'],0,0,,0
MM Finance Polygon,MMF,Dexs,['Polygon'],36891.62850995693,[],,,,['api'],0,0,,0
MM Optimizer,MMO,Yield Aggregator,['Cronos'],0.0,[],,,,['api'],0,0,,0
MM Optimizer Polygon,MMO,Yield Aggregator,['Polygon'],0.0,[],,,,['api'],0,0,,0
MM Stableswap,-,Dexs,['Cronos'],2887.000318998908,[],,,,['api'],0,0,,0
MM Stableswap Polygon,-,Dexs,['Polygon'],6421.670907770487,[],,,,['api'],0,0,,0
MMO Finance,-,NFT Lending,['Ethereum'],39761.5191766146,[],,,,['api'],0,0,,0
MOBOX,MBOX,Gaming,['Binance'],0.0,[],,,,['api'],0,0,,0
MON Protocol,MON,Gaming,['Ethereum'],0.0,[],,,,['api'],0,0,,0
MONSTRO,-,Yield,['Base'],502811.839684,[],,,,['api'],0,0,,0
MORE Markets,-,Lending,['Flow'],37019083.30694011,[],,,,['api'],0,0,,0
MORE Vaults,-,Onchain Capital Allocator,['Flow'],1913515.7101634191,[],,,,['api'],0,0,,0
MSwap,-,Dexs,['Matchain'],30893.85781161003,[],,,,['api'],0,0,,0
MUFEX,-,Derivatives,['Multi-Chain'],276652.8099525748,[],,,,['api'],0,0,,0
MUX Deri Agg,MCB,Derivatives,['nan'],,[],,,,['api'],0,0,,0
MUX Perps,MCB,Derivatives,['Multi-Chain'],11610187.196547396,[],,,,['api'],0,0,,0
MVCSwap,MSP,Dexs,['MVC'],191087.5655474206,[],,,,['api'],0,0,,0
MVL Staking,MVL,Yield,['Multi-Chain'],0.0,[],,,,['api'],0,0,,0
MYSO V1,-,Lending,['Multi-Chain'],21088.69448819262,[],,,,['api'],0,0,,0
MYSO V2,-,Lending,['Multi-Chain'],49787.16836497959,[],,,,['api'],0,0,,0
MYX Finance,MYX,Derivatives,['Multi-Chain'],27812099.388483018,[],,,,['api'],0,0,,0
Macaron AMM,-,Dexs,['Bitlayer'],357323.61321868794,[],,,,['api'],0,0,,0
Macaron StableSwap,-,Dexs,['Bitlayer'],1122.8642330984298,[],,,,['api'],0,0,,0
MacaronSwap,MCRN,Dexs,['Multi-Chain'],28079.86033164412,[],,,,['api'],0,0,,0
Mach,-,DEX Aggregator,['nan'],,[],,,,['api'],0,0,,0
MachFi,-,Lending,['Sonic'],167030.990922381,[],,,,['api'],0,0,,0
MachineX CL,-,Dexs,['Peaq'],2270209.9534395933,[],,,,['api'],0,0,,0
MachineX Legacy,-,Dexs,['Peaq'],545.5224551944266,[],,,,['api'],0,0,,0
Madmex,-,Derivatives,['Polygon'],0.0,[],,,,['api'],0,0,,0
Maduck Club,MADUCK,Farm,['Binance'],148.73054935388214,[],,,,['api'],0,0,,0
Maestro,-,Telegram Bot,['nan'],0.0,[],,,,['api'],0,0,,0
Mage Finance,-,Lending,['Merlin'],47469.19497565538,[],,,,['api'],0,0,,0
Magic Eden,ME,NFT Marketplace,['nan'],,[],,,,['api'],0,0,,0
Magic Land,MAGIC,Yield,['Multi-Chain'],60677.08566138976,[],,,,['api'],0,0,,0
Magic Square,SQR,Farm,['Multi-Chain'],549524.4563330974,[],,,,['api'],0,0,,0
MagicFox Swap,FOX,Dexs,['Multi-Chain'],904.7205873368356,[],,,,['api'],0,0,,0
MagicFox Vaults,FOX,Yield,['Multi-Chain'],5590.6237735045415,[],,,,['api'],0,0,,0
MagicSea AMM,-,Dexs,['Multi-Chain'],824007.7085810308,[],,,,['api'],0,0,,0
MagicSea LB,-,Dexs,['IOTA EVM'],2453517.5560643217,[],,,,['api'],0,0,,0
Magician MV,MBT,Dexs,['Polygon'],36221.07240362131,[],,,,['api'],0,0,,0
Magik Farm,MAGIK,Yield Aggregator,['Multi-Chain'],15021.619309108395,[],,,,['api'],0,0,,0
Magik Finance AlgoStable,MAGIK,Algo-Stables,['Fantom'],0.0,[],,,,['api'],0,0,,0
Magma,-,Dexs,['Sui'],21152236.43446358,[],,,,['api'],0,0,,0
Magma Finance,-,CDP,['IoTeX'],1201539.2273247277,[],,,,['api'],0,0,,0
Magnate Finance,MAG,Lending,['Base'],0.0,[],,,,['api'],0,0,,0
Magnet DAO,MAG,Algo-Stables,['Avalanche'],0.66501949078576,[],,,,['api'],0,0,,0
Magnify Cash,MAG,Lending,['World Chain'],157.02022164835597,[],,,,['api'],0,0,,0
Magnum Bot,-,Trading App,['nan'],,[],,,,['api'],0,0,,0
Magsinio,-,Lending,['Sonic'],250.59255111435655,[],,,,['api'],0,0,,0
MahaDAO Arth,MAHA,CDP,['Multi-Chain'],55714.12111539006,[],,,,['api'],0,0,,0
MahaLend,-,Lending,['Multi-Chain'],455.70578902631934,[],,,,['api'],0,0,,0
Maia DAO,MAIA,Yield,['Multi-Chain'],0.0,[],,,,['api'],0,0,,0
Maia V3,MAIA,Dexs,['Metis'],46270.44687263767,[],,,,['api'],0,0,,0
Mainstreet,-,Basis Trading,['Sonic'],6576714.513423523,[],,,,['api'],0,0,,0
MakiSwap,MAKI,Dexs,['Heco'],13533.140811721856,[],,,,['api'],0,0,,0
Mama DAO,MAMA,Reserve Currency,['Polygon'],24.041496687293684,[],,,,['api'],0,0,,0
ManXSwap,-,Dexs,['Manta'],112011.5954017858,[],,,,['api'],0,0,,0
ManaSwap,-,Dexs,['Hyperliquid L1'],28028.164319323005,[],,,,['api'],0,0,,0
Manarium,ARI,Gaming,['Binance'],0.0,[],,,,['api'],0,0,,0
Manga FI,HONO,Yield,['Ethereum'],14567.977176127572,[],,,,['api'],0,0,,0
Mango Markets V3,MNGO,Derivatives,['Solana'],0.0,[],,,,['api'],0,0,,0
Mango Markets V4 AMM,MNGO,Dexs,['nan'],,[],,,,['api'],0,0,,0
Mango Markets V4 Perps,MNGO,Derivatives,['Solana'],14034.936000046217,[],,,,['api'],0,0,,0
Mangrove,-,Dexs,['Multi-Chain'],4361956.411075279,[],,,,['api'],0,0,,0
Manhattan,MHF,Yield,['Multi-Chain'],1546.9758425365012,[],,,,['api'],0,0,,0
Manifest,MNFST,Services,['Ethereum'],0.2906780236815649,[],,,,['api'],0,0,,0
Manifest Trade,-,Dexs,['Solana'],1314474.9261680415,[],,,,['api'],0,0,,0
Manifesto,MNF,Reserve Currency,['Canto'],0.0,[],,,,['api'],0,0,,0
Mansory,MNSRY,RWA,['Multi-Chain'],27140536.994162515,[],,,,['api'],0,0,,0
Manta Atlantic Stake,-,Chain,['Manta Atlantic'],16489457.829380952,[],,,,['api'],0,0,,0
Manta CeDeFi,-,Basis Trading,['Manta'],111277379.99393904,[],,,,['api'],0,0,,0
Manta Pacific,MANTA,Canonical Bridge,['Ethereum'],54942862.953324504,[],,,,['api'],0,0,,0
MantaDAO,MNTA,Services,['nan'],0.0,[],,,,['api'],0,0,,0
MantaDEX,-,Dexs,['Manta Atlantic'],4222.050036382199,[],,,,['api'],0,0,,0
MantaSwap,MTS,Dexs,['Manta'],1899.0139779327,[],,,,['api'],0,0,,0
Mantis,M,Dexs,['nan'],,[],,,,['api'],0,0,,0
MantisSwap,-,Dexs,['Multi-Chain'],189040.06932243353,[],,,,['api'],0,0,,0
Mantle Bridge,MNT,Canonical Bridge,['Ethereum'],752927089.31254,[],,,,['api'],0,0,,0
Mantle Restaking,-,Liquid Restaking,['Ethereum'],577195424.3943719,[],,,,['api'],0,0,,0
Mantle Treasury,MNT,Foundation,['nan'],0.0,[],,,,['api'],0,0,,0
MantleSwap,MANT,Dexs,['Mantle'],7667.174520394362,[],,,,['api'],0,0,,0
Mantra Protocol,-,NFT Lending,['Multi-Chain'],2556.193570801731,[],,,,['api'],0,0,,0
Maple,SYRUP,Lending,['Multi-Chain'],2607790280.5628757,[],,,,['api'],0,0,,0
Maple RWA,SYRUP,RWA,['Ethereum'],332.614440325,[],,,,['api'],0,0,,0
MapleDeFi,MAPLE,Yield,['Binance'],240.60086693344735,[],,,,['api'],0,0,,0
Mare Finance V1,MARE,Lending,['Kava'],1.5459798370310798e-07,[],,,,['api'],0,0,,0
Mare Finance V2,MARE,Lending,['Kava'],6916.639197348369,[],,,,['api'],0,0,,0
Margin Zero,-,Options,['Sonic'],186404.43892998144,[],,,,['api'],0,0,,0
MarginSwap,MFI,Dexs,['Multi-Chain'],0.0,[],,,,['api'],0,0,,0
MarginX DEX,-,Dexs,['FunctionX'],57085.31387783022,[],,,,['api'],0,0,,0
MarginX Perp,-,Derivatives,['FunctionX'],0.0,[],,,,['api'],0,0,,0
Marginal,-,Leveraged Farming,['Multi-Chain'],4393.494943305963,[],,,,['api'],0,0,,0
Margined Protocol,-,Derivatives,['Multi-Chain'],649845.2787184493,[],,,,['api'],0,0,,0
Marginly,-,Derivatives,['Multi-Chain'],0.0,[],,,,['api'],0,0,,0
Marinade Liquid Staking,MNDE,Liquid Staking,['Solana'],943574105.3937054,[],,,,['api'],0,0,,0
Marinade Native,MNDE,Staking Pool,['Solana'],1023953778.2443364,[],,,,['api'],0,0,,0
Marinade Select,MNDE,Staking Pool,['Solana'],185910135.59002277,[],,,,['api'],0,0,,0
Market,-,Lending,['Multi-Chain'],-1222.825440169878,[],,,,['api'],0,0,,0
Marlin Protocol,POND,Farm,['Arbitrum'],0.0,[],,,,['api'],0,0,,0
Mars Ecosystem,XMS,CDP,['Binance'],341825.36359853845,[],,,,['api'],0,0,,0
Mars Lend,MARS,Lending,['Multi-Chain'],17509836.349442974,[],,,,['api'],0,0,,0
Mars Perps,MARS,Derivatives,['Neutron'],240908.98815448995,[],,,,['api'],0,0,,0
Mars Poolin,MARS,Yield,['Ethereum'],130647.61210711248,[],,,,['api'],0,0,,0
MarshmallowDeFi,MASH,Yield,['Binance'],17733.11334490332,[],,,,['api'],0,0,,0
MaskEX,-,CEX,['Multi-Chain'],1178184382.364994,[],,,,['api'],0,0,,0
Mass,-,Interface,['nan'],,[],,,,['api'],0,0,,0
MatStake,-,Staking Pool,['Matchain'],0.0,[],,,,['api'],0,0,,0
Match Finance,-,Yield Aggregator,['Ethereum'],9858.86165956041,[],,,,['api'],0,0,,0
MateSwap,-,Dexs,['LaChain Network'],0.0026287978832311,[],,,,['api'],0,0,,0
Matrix Farm,-,Yield Aggregator,['Multi-Chain'],14630.111556605374,[],,,,['api'],0,0,,0
MatrixAI,MATRIX,Algo-Stables,['Sonic'],0.5321744034490703,[],,,,['api'],0,0,,0
MatrixDock STBT,-,RWA,['Ethereum'],0.0,[],,,,['api'],0,0,,0
MatrixDock XAUM,-,RWA,['Multi-Chain'],57291302.996004,[],,,,['api'],0,0,,0
Matter Defi,MTTR,Yield,['Tezos'],45675.325917,[],,,,['api'],0,0,,0
Mauve,-,Dexs,['Ethereum'],1126.7104980728857,[],,,,['api'],0,0,,0
Maverick V1,MAV,Dexs,['Multi-Chain'],1844732.9807603064,[],,,,['api'],0,0,,0
Maverick V2,MAV,Dexs,['Multi-Chain'],6205482.901885835,[],,,,['api'],0,0,,0
MaxShot,-,Onchain Capital Allocator,['Multi-Chain'],2798465.3460879372,[],,,,['api'],0,0,,0
Maximizer,MAXI,Reserve Currency,['Avalanche'],0.4572793250069649,[],,,,['api'],0,0,,0
Maximus,-,Dexs,['Fantom'],0.0,[],,,,['api'],0,0,,0
Maya Protocol,CACAO,Cross Chain Bridge,['Multi-Chain'],15170817.596598128,[],,,,['api'],0,0,,0
Mayan,-,DEX Aggregator,['nan'],,[],,,,['api'],0,0,,0
Mayfair Fund,MAY,Farm,['Arbitrum'],214.6176060743892,[],,,,['api'],0,0,,0
Meeds Finance,MEED,Farm,['Ethereum'],0.0,[],,,,['api'],0,0,,0
MegaMoon,-,Prediction Market,['Polygon'],39642.747762,[],,,,['api'],0,0,,0
Megalon,-,Dexs,['zkSync Era'],3306.989718092509,[],,,,['api'],0,0,,0
Megaton Finance,MEGA,Dexs,['TON'],1348780.4221024455,[],,,,['api'],0,0,,0
Melania Meme,MELANIA,Meme,['nan'],,[],,,,['api'],0,0,,0
Meld,MELD,Lending,['Cardano'],0.0,[],,,,['api'],0,0,,0
Meld Gold,-,RWA,['Algorand'],8283735.590163109,[],,,,['api'],0,0,,0
Melegaswap,-,Dexs,['Binance'],960344.6002723492,[],,,,['api'],0,0,,0
Mellow,-,SoFi,['Base'],6126.274409593559,[],,,,['api'],0,0,,0
Mellow LRT,-,Liquid Restaking,['Multi-Chain'],399978083.49410474,[],,,,['api'],0,0,,0
Mellow Yield,-,Yield Aggregator,['Multi-Chain'],178107.63973473193,[],,,,['api'],0,0,,0
Meme Cooking,-,Launchpad,['Near'],626.9704708217905,[],,,,['api'],0,0,,0
Meme Dollar,PINA,Algo-Stables,['Ethereum'],0.0,[],,,,['api'],0,0,,0
Meme Wallet,-,Launchpad,['World Chain'],11065.94492223516,[],,,,['api'],0,0,,0
MemeDex,MEME,Dexs,['Conflux'],88420.59836443639,[],,,,['api'],0,0,,0
MemeJob,-,Launchpad,['Hedera'],144495.1450042645,[],,,,['api'],0,0,,0
MemeWe.Club,-,Launchpad,['nan'],,[],,,,['api'],0,0,,0
Memebox,-,Dexs,['Sonic'],17481.788067055924,[],,,,['api'],0,0,,0
Memecoin,MEME,Farm,['nan'],,[],,,,['api'],0,0,,0
Memeswap,-,Dexs,['Berachain'],14582.762996580626,[],,,,['api'],0,0,,0
Memeta,-,Launchpad,['Manta'],3132.393052108031,[],,,,['api'],0,0,,0
Mendi Finance,MENDI,Lending,['Linea'],5804620.401859673,[],,,,['api'],0,0,,0
Mensa Protocol,MSA,Lending,['Fantom'],0.0,[],,,,['api'],0,0,,0
Mento,MENTO,Algo-Stables,['Multi-Chain'],45629125.47875216,[],,,,['api'],0,0,,0
Meow Miner,-,Ponzi,['Avalanche'],0.2442274501707033,[],,,,['api'],0,0,,0
Meow Protocol,-,Lending,['Multi-Chain'],37.83557603897549,[],,,,['api'],0,0,,0
MeowSwapFi,MEOW,Dexs,['Cardano'],0.0,[],,,,['api'],0,0,,0
Meowl,MEOWL,Services,['Ethereum'],0.0,[],,,,['api'],0,0,,0
Meowswap,MEOW,Yield,['Binance'],2378.814206398442,[],,,,['api'],0,0,,0
Mercatus,KDX,Dexs,['Kadena'],43449.41100102648,[],,,,['api'],0,0,,0
Merchant Finance,nan,Lending,['Multi-Chain'],5.04e-06,[],,,,['api'],0,0,,0
Merchant Moe DEX,MOE,Dexs,['Mantle'],1665461.6083933208,[],,,,['api'],0,0,,0
Merchant Moe Liquidity Book,MOE,Dexs,['Mantle'],70801399.03902097,[],,,,['api'],0,0,,0
Mercurity,MEE,Dexs,['Ethereum'],17660.928700446093,[],,,,['api'],0,0,,0
Meridian AMM,-,Dexs,['Movement'],18029482.4457174,[],,,,['api'],0,0,,0
