case_name,exploit_date,classification,technique,loss_usd,chain,bridgeHack,targetType,returnedFunds,defillamaId,language,source_url,parentProtocolId,exploit_dt,exploit_date_iso,case_id,protocol_id
KuCoin,9/29/20,Infrastructure,Private Key Compromised (Unknown Method),45000000.0,Ethereum,False,CEX,,2274.0,,https://rekt.news/epic-hack-homie/,,2020-09-29,2020-09-29,kucoin__2020-09-29__da13321a,defillama#2274
ETHTrustFund,7/22/24,Rugpull,Transferred Treasury to Mixers,2100000.0,Base,False,DeFi Protocol,,,Solidity,https://cointelegraph.com/news/ethtrustfund-dao-transfers-treasury-apparent-rug-pull,,2024-07-22,2024-07-22,ethtrustfund__2024-07-22__6d2ab3bd,name#ethtrustfund
Berally,3/14/25,Infrastructure,Private Key Compromised (Unknown Method),90000.0,Berachain,False,DeFi Protocol,,,Solidity,https://x.com/Berally_io/status/1900732333562744870,,2025-03-14,2025-03-14,berally__2025-03-14__4df539c6,name#berally
Unibot,10/31/23,Protocol Logic,Token approval exploit,640000.0,Ethereum,False,DeFi Protocol,,3106.0,Solidity,https://twitter.com/peckshield/status/1719223437024284978,,2023-10-31,2023-10-31,unibot__2023-10-31__8d4734e1,defillama#3106
Cork V1,5/28/25,Protocol Logic,Access control bypass via hook,12000000.0,Ethereum,False,DeFi Protocol,,6262.0,Solidity,https://x.com/CyversAlerts/status/1927701403092316254,,2025-05-28,2025-05-28,cork-v1__2025-05-28__47e14d0f,defillama#6262
Safemoon,3/28/23,Protocol Logic,Access Control Exploit,8900000.0,BSC,False,DeFi Protocol,,,Solidity,https://twitter.com/MoonMark_/status/1640844732082290688?s=20,,2023-03-28,2023-03-28,safemoon__2023-03-28__bbaa3d08,name#safemoon
PolyNetwork,8/12/24,Protocol Logic,Reentrancy,5000000.0,PolyNetwork,True,DeFi Protocol,,,Solidity,https://medium.com/flamingo-finance/poly-network-bridge-exploit-and-the-asset-support-initiative-c80c636255bb,,2024-08-12,2024-08-12,polynetwork__2024-08-12__123125bb,name#polynetwork
FTX,11/12/22,Infrastructure,Private Key Compromised (Unknown Method),450000000.0,"Ethereum,Solana",False,CEX,,,,https://twitter.com/zachxbt/status/1591475246250733568?s=20&t=jbwCEhQZKfWFnLPtCwErAg,,2022-11-12,2022-11-12,ftx__2022-11-12__7ca58385,name#ftx
OKX NFT Aggregator,6/20/24,Protocol Logic,Access Control Exploit,14000.0,BSC,False,CEX,,,Solidity,https://x.com/shoucccc/status/1803973429345030381,,2024-06-20,2024-06-20,okx-nft-aggregator__2024-06-20__dd98bfa8,name#okx-nft-aggregator
KyberSwap Elastic,11/22/23,Protocol Logic,Flashloan Swap Logic Exploit,48000000.0,"Ethereum,Base,Polygon,Optimism,Arbitrum",False,DeFi Protocol,,2615.0,Solidity,https://twitter.com/KyberNetwork/status/1727475235342217682,parent#kyberswap,2023-11-22,2023-11-22,kyberswap-elastic__2023-11-22__6ad21176,parent#kyberswap
Zunami Protocol,8/13/23,Ecosystem,Price Manipulation Attack,2100000.0,Ethereum,False,DeFi Protocol,,1201.0,Solidity,https://twitter.com/decryptmedia/status/1690946389323157504,,2023-08-13,2023-08-13,zunami-protocol__2023-08-13__560a4dfd,defillama#1201
Balancer V2,11/3/25,Protocol Logic,Composable Stable Pools Exploit,128000000.0,"Ethereum,Arbitrum,Base,Polygon,Sonic,Optimism",False,DeFi Protocol,,2611.0,Solidity,https://x.com/lookonchain/status/1985258890863501820,parent#balancer,2025-11-03,2025-11-03,balancer-v2__2025-11-03__531ff685,parent#balancer
Rodeo,7/4/23,Protocol Logic,Mint Reserves Logic Exploit,90000.0,Arbitrum,False,DeFi Protocol,,2841.0,Solidity,https://twitter.com/Phalcon_xyz/status/1676511696603729921?s=20,,2023-07-04,2023-07-04,rodeo__2023-07-04__5b524aee,defillama#2841
Coincheck,1/26/18,Infrastructure,Private Key Compromised (Unknown Method),534000000.0,NEM,False,CEX,,,,https://www.bbc.com/news/world-asia-42845505,,2018-01-26,2018-01-26,coincheck__2018-01-26__587c1a62,name#coincheck
Parity Multisig,11/9/17,Protocol Logic,Contract not initialized,150000000.0,Ethereum,False,DeFi Protocol,,,Solidity,https://blog.openzeppelin.com/on-the-parity-wallet-multisig-hack-405a8c12e8f7,,2017-11-09,2017-11-09,parity-multisig__2017-11-09__fc3f5acf,name#parity-multisig
Local Traders,5/24/23,Protocol Logic,Access Control Exploit,118000.0,BSC,False,DeFi Protocol,,,Solidity,https://twitter.com/BeosinAlert/status/1661210668291489794,,2023-05-24,2023-05-24,local-traders__2023-05-24__883b1d7f,name#local-traders
Sonne Finance,5/15/24,Ecosystem,Flashloan Donate Function Logic Exploit,20000000.0,Optimism,False,DeFi Protocol,,2142.0,Solidity,https://medium.com/@SonneFinance/post-mortem-sonne-finance-exploit-12f3daa82b06,,2024-05-15,2024-05-15,sonne-finance__2024-05-15__dba3173b,defillama#2142
Atomic Wallet,6/3/23,Infrastructure,Private Key Compromised (Unknown Method),100000000.0,"Ethereum,Tron,BSC,Bitcoin,Polkadot,Avalanche",False,Wallet,,,,https://twitter.com/tayvano_/status/1668778031790587905?t=ZXAVt7ExhHZcGIzs5ZD33w&s=19,,2023-06-03,2023-06-03,atomic-wallet__2023-06-03__bde9a7bb,name#atomic-wallet
AscenDEX,12/11/21,Infrastructure,Private Key Compromised,77000000.0,"Ethereum,BSC,Polygon",False,CEX,,,,https://rekt.news/ascendex-rekt/,,2021-12-11,2021-12-11,ascendex__2021-12-11__90f3dcec,name#ascendex
Spectral Labs,12/1/24,Protocol Logic,Bonding Curve Exploit,200000.0,Ethereum,False,DeFi Protocol,,,,https://x.com/Spectral_Labs/status/1863212410070253824,,2024-12-01,2024-12-01,spectral-labs__2024-12-01__c62e3479,name#spectral-labs
Moonwell Lending,11/4/25,Protocol Logic,Oracle Price Feed Manipulation,1000000.0,"Base,Optimism",False,DeFi Protocol,,1853.0,Solidity,https://x.com/getfailsafe/status/1985628261913919702,parent#moonwell,2025-11-04,2025-11-04,moonwell-lending__2025-11-04__74890e8e,parent#moonwell
Hundred Finance,3/15/22,Ecosystem,Flashloan Reentrancy Attack,6200000.0,Gnosis Chain,False,DeFi Protocol,,607.0,Solidity,https://rekt.news/agave-hundred-rekt/,,2022-03-15,2022-03-15,hundred-finance__2022-03-15__ce6a11ab,defillama#607
Ankr,12/2/22,Protocol Logic,Access Control Exploit,5000000.0,BSC,False,DeFi Protocol,5000000.0,278.0,Solidity,https://twitter.com/ankr/status/1598503332477280256,,2022-12-02,2022-12-02,ankr__2022-12-02__d205cae8,defillama#278
CREAM Lending,8/30/21,Ecosystem,Flashloan Reentrancy Attack,18800000.0,Ethereum,False,DeFi Protocol,,121.0,Solidity,https://twitter.com/peckshield/status/1432249600002478081,parent#cream-finance,2021-08-30,2021-08-30,cream-lending__2021-08-30__c68b9ec7,parent#cream-finance
Deribit,11/1/22,Infrastructure,Private Key Compromised (Unknown Method),28000000.0,,False,CEX,,2273.0,,https://twitter.com/DeribitExchange/status/1587701883778523136,,2022-11-01,2022-11-01,deribit__2022-11-01__9c3cf98f,defillama#2273
DeltaPrime,11/11/24,Protocol Logic,Debt Swap Exploit,4800000.0,"Arbitrum,Avalanche",False,DeFi Protocol,,2479.0,Solidity,https://x.com/peckshield/status/1855900790063607929,,2024-11-11,2024-11-11,deltaprime__2024-11-11__4c605106,defillama#2479
Shibarium,9/13/25,Protocol Logic,Validator Stake Manipulation by Flashloan,3000000.0,Shibarium,True,DeFi Protocol,,,Solidity,https://x.com/0xZilayo/status/1966785029968724351,,2025-09-13,2025-09-13,shibarium__2025-09-13__2078cc8a,name#shibarium
Kokomo Finance,3/27/23,Rugpull,Drained Contracts,4000000.0,Optimism,False,DeFi Protocol,,,Solidity,https://x.com/CertiKAlert/status/1640118618548568069,,2023-03-27,2023-03-27,kokomo-finance__2023-03-27__c120fcc0,name#kokomo-finance
DEXX,11/16/24,Infrastructure,Private Key Compromised (Stored Publicly),21000000.0,Solana,False,Wallet,,,,https://x.com/DEXXai_EN/status/1857830993656418763,,2024-11-16,2024-11-16,dexx__2024-11-16__67f07d6a,name#dexx
WOOFi Swap,3/5/24,Protocol Logic,Price Oracle Manipulation,8500000.0,Arbitrum,False,DeFi Protocol,,1461.0,Solidity,https://twitter.com/peckshieldalert/status/1765054155478175943,parent#woofi,2024-03-05,2024-03-05,woofi-swap__2024-03-05__e54bc5a9,parent#woofi
PrismaLST,3/28/24,Protocol Logic,Flashloan Trove Manipulation,11600000.0,Ethereum,False,DeFi Protocol,,3473.0,Solidity,https://twitter.com/PeckShieldAlert/status/1773345454832378109,parent#prisma,2024-03-28,2024-03-28,prismalst__2024-03-28__6df15a66,parent#prisma
Trinity Wallet,2/12/20,Infrastructure,Cloudflare Key Compromised,2350000.0,Iota,False,Wallet,,,,https://blog.iota.org/trinity-attack-incident-part-1-summary-and-next-steps-8c7ccc4d81e8/,,2020-02-12,2020-02-12,trinity-wallet__2020-02-12__3ca034ba,name#trinity-wallet
Bittensor,7/2/24,Infrastructure,Private Key Compromised (Supply Chain Attack),8000000.0,,False,DeFi Protocol,,4547.0,Python,https://x.com/vishal4c/status/1808332836484927677,,2024-07-02,2024-07-02,bittensor__2024-07-02__50e9d302,defillama#4547
Abracadabra Spell,3/25/25,Protocol Logic,,13000000.0,Arbitrum,False,DeFi Protocol,,347.0,Solidity,https://x.com/peckshield/status/1904501599848038490,parent#abracadabra,2025-03-25,2025-03-25,abracadabra-spell__2025-03-25__3ee0abc5,parent#abracadabra
Bitmart,12/4/21,Infrastructure,Private Key Compromised (Unknown Method),196000000.0,"Ethereum,BSC",False,CEX,,,,https://rekt.news/bitmart-rekt/,,2021-12-04,2021-12-04,bitmart__2021-12-04__93ab793c,name#bitmart
LendHub,1/16/23,Protocol Logic,Collateral Offboarding Mistake,6000000.0,Heco,False,DeFi Protocol,,380.0,Solidity,https://twitter.com/SlowMist_Team/status/1613906590574198784?s=20,,2023-01-16,2023-01-16,lendhub__2023-01-16__62ca05a1,defillama#380
Paid Network,3/5/21,Rugpull,Infinite Mint and Dump,27000000.0,Ethereum,False,DeFi Protocol,,,,https://rekt.news/paid-rekt/,,2021-03-05,2021-03-05,paid-network__2021-03-05__f907c87d,name#paid-network
Compound V2,9/29/21,Protocol Logic,Math Mistake Exploit,147000000.0,Ethereum,False,DeFi Protocol,,114.0,Solidity,https://rekt.news/compound-rekt/,parent#compound-finance,2021-09-29,2021-09-29,compound-v2__2021-09-29__e785bdc6,parent#compound-finance
Coinbase,8/13/25,Ecosystem,MEV composability attack,300000.0,Ethereum,False,CEX,,,Solidity,https://x.com/deeberiroz/status/1955718986894549344,,2025-08-13,2025-08-13,coinbase__2025-08-13__d7bb3238,name#coinbase
Terra 2.0,7/31/24,Infrastructure,IBC hooks exploit,5000000.0,Terra2,False,DeFi Protocol,,,Golang,https://medium.com/@Rarma_/terra-ibc-hooks-exploit-21cca87d70a4,,2024-07-31,2024-07-31,terra-2-0__2024-07-31__334a149d,name#terra-2-0
Bungee,1/16/24,Protocol Logic,Missing Input Validation,3300000.0,Ethereum,True,DeFi Protocol,,,Solidity,https://www.dlnews.com/articles/defi/hacker-swipes-33m-from-bungee-crypto-bridge-users/,,2024-01-16,2024-01-16,bungee__2024-01-16__aba14dce,name#bungee
Seneca,2/28/24,Protocol Logic,Token approval exploit,6500000.0,"Ethereum,Arbitrum",False,DeFi Protocol,,4137.0,Solidity,https://twitter.com/spreekaway/status/1762857769714012217,,2024-02-28,2024-02-28,seneca__2024-02-28__84481547,defillama#4137
Ola Finance,3/31/22,Smart Contract Language,Reentrancy,4000000.0,Fuse,False,DeFi Protocol,,,Solidity,https://www.coindesk.com/tech/2022/03/31/ola-finance-exploited-for-36m-in-re-entrancy-attack/,,2022-03-31,2022-03-31,ola-finance__2022-03-31__c4d521ed,name#ola-finance
Hector Lending,6/2/23,Protocol Logic,Unknown,653000.0,Fantom,True,DeFi Protocol,,2761.0,,https://twitter.com/Hector_Network/status/1664720154595414019,parent#hector-network,2023-06-02,2023-06-02,hector-lending__2023-06-02__ec0ff476,parent#hector-network
numa.,8/10/25,Protocol Logic,NumaVault Exploit,320000.0,Sonic,False,DeFi Protocol,,,Solidity,https://x.com/CertiKAlert/status/1954758545859375266,,2025-08-10,2025-08-10,numa__2025-08-10__bee21b2d,name#numa
Sharwa.Finance,10/20/25,Protocol Logic,Price Manipulation Attack,146000.0,Arbitrum,False,DeFi Protocol,,6876.0,Solidity,https://x.com/hklst4r/status/1980157251550670992,,2025-10-20,2025-10-20,sharwa-finance__2025-10-20__948fc222,defillama#6876
Meerkat Finance,3/4/21,Rugpull,Drained Contracts,32000000.0,BSC,False,DeFi Protocol,,,Solidity,https://rekt.news/meerkat-finance-bsc-rekt/,,2021-03-04,2021-03-04,meerkat-finance__2021-03-04__ab2b346e,name#meerkat-finance
GeniusAI,5/5/24,Infrastructure,Private Key Compromised (Discord Hack),1270000.0,"Fantom,Ethereum",False,DeFi Protocol,,,Solidity,https://cointelegraph.com/news/gnus-discord-hack-causes-1-27-million-losses,,2024-05-05,2024-05-05,geniusai__2024-05-05__7eb8284a,name#geniusai
Fegex,12/29/24,Protocol Logic,Missing Access Control,900000.0,"Ethereum,BSC,Base",False,DeFi Protocol,,672.0,Solidity,https://x.com/Phalcon_xyz/status/1873634026444968034,,2024-12-29,2024-12-29,fegex__2024-12-29__7e46fd3b,defillama#672
Merlin,6/29/21,Protocol Logic,Incentive Rewards Exploit,330000.0,BSC,False,DeFi Protocol,,370.0,Solidity,https://rekt.news/merlin3-rekt/,,2021-06-29,2021-06-29,merlin__2021-06-29__5d9eef6a,defillama#370
Bondly,7/15/21,Infrastructure,Private Key Compromised (Unknown Method),5900000.0,Ethereum,False,DeFi Protocol,,,Solidity,https://rekt.news/bondly-rekt/,,2021-07-15,2021-07-15,bondly__2021-07-15__92f73890,name#bondly
Velocore V2,6/2/24,Protocol Logic,Fee Overflow Exploit,6800000.0,"Linea,zkSync Era",False,DeFi Protocol,,3330.0,Solidity,https://x.com/velocorexyz/status/1797229772399067587,parent#velocore,2024-06-02,2024-06-02,velocore-v2__2024-06-02__ec3f3ec5,parent#velocore
Dragoma,8/8/22,Rugpull,Drain Vaults,3500000.0,Polygon,False,DeFi Protocol,,,,https://www.coindesk.com/business/2022/08/08/polygon-based-web3-game-dragoma-supporters-fall-victim-to-35m-rug-pull-peckshield/,,2022-08-08,2022-08-08,dragoma__2022-08-08__3aa1f09a,name#dragoma
UXLINK,9/22/25,Protocol Logic,Delegatecall Exploit,11300000.0,"Ethereum,Arbitrum",False,DeFi Protocol,,6040.0,Solidity,https://x.com/CyversAlerts/status/1970167036002132425,,2025-09-22,2025-09-22,uxlink__2025-09-22__18467c49,defillama#6040
Orbit Bridge,12/31/23,Protocol Logic,Signature Exploit,81700000.0,Ethereum,True,DeFi Protocol,,1981.0,Solidity,https://cointelegraph.com/news/cross-chain-protocol-orbit-bridge-suffers-exploit-hack,,2023-12-31,2023-12-31,orbit-bridge__2023-12-31__4f9fa29d,defillama#1981
Penpie,9/3/24,Protocol Logic,Reentrancy,27000000.0,Ethereum,False,DeFi Protocol,,3083.0,Solidity,https://x.com/shoucccc/status/1831044487323529639,parent#magpie-ecosystem,2024-09-03,2024-09-03,penpie__2024-09-03__a11c4d5c,parent#magpie-ecosystem
Nemo Yield Trading,9/8/25,Protocol Logic,Price Oracle Manipulation,2400000.0,Sui,False,DeFi Protocol,,6313.0,Move,https://x.com/CertiKAlert/status/1964942965098656034,parent#nemo,2025-09-08,2025-09-08,nemo-yield-trading__2025-09-08__88dd7806,parent#nemo
Alpha Finance,2/13/21,Ecosystem,Flashloan Pool Shares Exploit,37500000.0,Ethereum,False,DeFi Protocol,,,Solidity,https://blog.alphaventuredao.io/alpha-homora-v2-post-mortem/,,2021-02-13,2021-02-13,alpha-finance__2021-02-13__774c44f2,name#alpha-finance
Bitget,4/20/25,Infrastructure,Market-Making Bot Exploit,100000000.0,,False,CEX,,,,https://x.com/0xDamix/status/1913918706985623945,,2025-04-20,2025-04-20,bitget__2025-04-20__abcf8d9d,name#bitget
Yearn Finance,12/16/25,Protocol Logic,misconfigured Fulcrum sUSD strategy,300000.0,Ethereum,False,DeFi Protocol,,113.0,Solidity,https://x.com/peckshieldalert/status/2001080131360842011,parent#yearn,2025-12-16,2025-12-16,yearn-finance__2025-12-16__ce79fd6f,parent#yearn
CoinsPaid,7/22/23,Ecosystem,Social Engineering,37300000.0,,False,Other,,,,https://twitter.com/coinspaid/status/1684297537010774017,,2023-07-22,2023-07-22,coinspaid__2023-07-22__04fa025c,name#coinspaid
Merlin,5/26/21,Protocol Logic,Math Mistake Exploit,550000.0,BSC,False,DeFi Protocol,,370.0,Solidity,https://rekt.news/merlin2-rekt/,,2021-05-26,2021-05-26,merlin__2021-05-26__50a403ff,defillama#370
CoinDCX,7/19/25,Infrastructure,,44200000.0,,False,CEX,,4042.0,,https://x.com/CryptooIndia/status/1946596846052458548,,2025-07-19,2025-07-19,coindcx__2025-07-19__ad487fbb,defillama#4042
Rain,4/29/24,Infrastructure,,14800000.0,"Bitcoin,Ethereum,XRP,Solana",False,CEX,,,,https://twitter.com/CoinDesk/status/1790197230915194916,,2024-04-29,2024-04-29,rain__2024-04-29__db52e4e7,name#rain
US Government Crypto Wallet,10/24/24,,,20000000.0,Ethereum,False,Other,,,,https://x.com/decryptmedia/status/1849540098607415441,,2024-10-24,2024-10-24,us-government-crypto-wallet__2024-10-24__011e0a0f,name#us-government-crypto-wallet
Rubic,12/25/22,Protocol Logic,Router Exploit,1410000.0,Ethereum,True,DeFi Protocol,,1282.0,Solidity,https://twitter.com/peckshield/status/1606937055761952770?s=20&t=Vdvjv2C7zUazmgvQ2SOQow,,2022-12-25,2022-12-25,rubic__2022-12-25__4b30420b,defillama#1282
SwissBorg,9/9/25,Infrastructure,Third-party API compromise,41500000.0,Solana,False,CEX,,2295.0,,https://x.com/rishabhsrishi/status/1965115870042263828,,2025-09-09,2025-09-09,swissborg__2025-09-09__802e4e57,defillama#2295
Bitcoin Mission,4/22/25,Protocol Logic,overPaper Function Exploit,1300000.0,Arbitrum,False,DeFi Protocol,,,Solidity,https://x.com/officer_cia/status/1914690926695362685,,2025-04-22,2025-04-22,bitcoin-mission__2025-04-22__e2f1939b,name#bitcoin-mission
OKX DEX,12/13/23,Infrastructure,Private Key Compromised (Unknown Method),2700000.0,Ethereum,False,DeFi Protocol,,,Solidity,https://twitter.com/TheBlock__/status/1734921504523956630,,2023-12-13,2023-12-13,okx-dex__2023-12-13__5b944297,name#okx-dex
DEUS Finance,3/15/21,Ecosystem,Flashloan Price Oracle Attack,3000000.0,Fantom,False,DeFi Protocol,,1387.0,Solidity,https://twitter.com/peckshield/status/1503632734299701250,,2021-03-15,2021-03-15,deus-finance__2021-03-15__429184a0,defillama#1387
SurgeBNB,8/17/21,Ecosystem,Flashloan Reentrancy Attack,4000000.0,BSC,False,DeFi Protocol,,,Solidity,https://beosin.medium.com/a-sweet-blow-fb0a5e08657d,,2021-08-17,2021-08-17,surgebnb__2021-08-17__68721cb1,name#surgebnb
Unilend V2,1/12/25,Protocol Logic,Redeem Process Exploit,197600.0,Ethereum,False,DeFi Protocol,,4288.0,Solidity,https://www.the-blockchain.com/2025/01/13/unilend-finance-losses-197-6k-to-a-redeem-process-vulnerability-exploit/,parent#unilend,2025-01-12,2025-01-12,unilend-v2__2025-01-12__1f457a9a,parent#unilend
Cashio,3/23/22,Protocol Logic,Collateral Validation Exploit,48000000.0,Solana,False,DeFi Protocol,,793.0,Rust,https://twitter.com/samczsun/status/1506578902331768832?s=20&t=UL8INfwfJ5hgY7Vq9M3Sbw,,2022-03-23,2022-03-23,cashio__2022-03-23__f21a3a87,defillama#793
The DAO,6/17/16,Protocol Logic,Reentrancy,60000000.0,Ethereum,False,DeFi Protocol,,,Solidity,https://ogucluturk.medium.com/the-dao-hack-explained-unfortunate-take-off-of-smart-contracts-2bd8c8db3562,,2016-06-17,2016-06-17,the-dao__2016-06-17__ad1477bd,name#the-dao
Nirvana V1,7/28/22,Ecosystem,Flashloan Price Oracle Attack,3500000.0,Solana,False,DeFi Protocol,,1825.0,Rust,https://twitter.com/osec_io/status/1552589378719207424?s=20&t=I8QXz7iG0z7hjvfCA579LA,parent#nirvana,2022-07-28,2022-07-28,nirvana-v1__2022-07-28__0ec9c66c,parent#nirvana
BtcTurk,6/22/24,,Private Key Compromised (Unknown Method),54000000.0,,False,CEX,,,,https://x.com/wublockchain/status/1804487593062752260,,2024-06-22,2024-06-22,btcturk__2024-06-22__b5d35b9e,name#btcturk
Usual,5/27/25,Protocol Logic,Arbitration Exploit,43000.0,Ethereum,False,DeFi Protocol,,4882.0,Solidity,https://x.com/BlockSecTeam/status/1927601457815040283,,2025-05-27,2025-05-27,usual__2025-05-27__ada9ca02,defillama#4882
Paraluni Masterchef,3/13/22,Ecosystem,Flashloan Reentrancy Attack,1700000.0,BSC,False,DeFi Protocol,,1520.0,Solidity,https://slowmist.medium.com/paraluni-incident-analysis-58be442a4f99,parent#paraluni,2022-03-13,2022-03-13,paraluni-masterchef__2022-03-13__6b78a9ff,parent#paraluni
CoinDash,7/18/17,Protocol Logic,Frontend Attack,7700000.0,Ethereum,False,ICO,,,,https://www.coindesk.com/markets/2017/07/17/7-million-lost-in-coindash-ico-hack/,,2017-07-18,2017-07-18,coindash__2017-07-18__0dd469db,name#coindash
Cozy V2,8/30/25,Protocol Logic,Insufficient Sender Verification Exploit,427000.0,Optimism,False,DeFi Protocol,,2964.0,Solidity,https://x.com/DecurityHQ/status/1961810726164533602,parent#cozy-finance,2025-08-30,2025-08-30,cozy-v2__2025-08-30__318f0196,parent#cozy-finance
zkLend,2/11/25,Protocol Logic,Empty Market Exploit,9550000.0,Starknet,False,DeFi Protocol,,3079.0,Cairo,https://x.com/zkLend/status/1889515118368829559,parent#zklend-finance,2025-02-11,2025-02-11,zklend__2025-02-11__ab3ad635,parent#zklend-finance
Poly Network,8/10/21,Protocol Logic,Access Control Exploit,611000000.0,"Ethereum,BSC,Polygon",True,DeFi Protocol,,1796.0,Solidity,https://slowmist.medium.com/the-root-cause-of-poly-network-being-hacked-ec2ee1b0c68f,,2021-08-10,2021-08-10,poly-network__2021-08-10__14203db7,defillama#1796
XT Exchange,11/28/24,Infrastructure,,1700000.0,Ethereum,False,CEX,,,,https://x.com/protos/status/1862100763570294837,,2024-11-28,2024-11-28,xt-exchange__2024-11-28__bde0d440,name#xt-exchange
Rho Markets,7/19/24,Protocol Logic,Price Oracle Manipulation,7600000.0,Scroll,False,DeFi Protocol,,4808.0,Solidity,https://x.com/DLNewsInfo/status/1814302008213410292,,2024-07-19,2024-07-19,rho-markets__2024-07-19__319fc899,defillama#4808
GriffinAI,9/24/25,Infrastructure,False Peer Exploit,3000000.0,BSC,False,DeFi Protocol,,,Solidity,https://x.com/CertiKAlert/status/1971053766540657069,,2025-09-24,2025-09-24,griffinai__2025-09-24__187f1a58,name#griffinai
Turtle Dex,3/20/21,Rugpull,Drained Contracts,2500000.0,BSC,False,DeFi Protocol,,,Solidity,https://cointelegraph.com/news/binance-smart-chain-s-turtledex-rugpulls-shortly-after-launch,,2021-03-20,2021-03-20,turtle-dex__2021-03-20__5e469328,name#turtle-dex
Gate,4/21/18,Infrastructure,Private Key Compromised (Unknown Method),235000000.0,,False,CEX,,2314.0,,https://www.justice.gov/opa/press-release/file/1253491/download,,2018-04-21,2018-04-21,gate__2018-04-21__6971cc62,defillama#2314
Monoswap,7/31/24,Infrastructure,Private Key Compromised (Malware),1300000.0,Blast,False,DeFi Protocol,,,Solidity,https://x.com/monoswapio/status/1816151998267547851,,2024-07-31,2024-07-31,monoswap__2024-07-31__4e9fa282,name#monoswap
Multichain,7/7/23,Infrastructure,Private Key Compromised (Unknown Method),126000000.0,"Moonriver,BSC,Fantom",True,DeFi Protocol,,591.0,,https://twitter.com/tayvano_/status/1677106407131475968?t=VKQSi0VcSbv_Jgi8Q58SqQ&s=19,,2023-07-07,2023-07-07,multichain__2023-07-07__599c75b4,defillama#591
Belt Finance,5/29/21,Ecosystem,Flashloan Price Oracle Attack,6300000.0,BSC,False,DeFi Protocol,,310.0,Solidity,https://rekt.news/belt-rekt/,,2021-05-29,2021-05-29,belt-finance__2021-05-29__325143f9,defillama#310
Texture,7/9/25,,,2200000.0,Solana,False,DeFi Protocol,,,Rust,https://x.com/texture_fi/status/1942972150631002245,,2025-07-09,2025-07-09,texture__2025-07-09__0c8faa88,name#texture
Arbix Finance,1/4/22,Rugpull,Drained Contracts,10000000.0,BSC,False,DeFi Protocol,,,Solidity,https://rekt.news/arbix-rekt/,,2022-01-04,2022-01-04,arbix-finance__2022-01-04__1759ad13,name#arbix-finance
Bybit,2/21/25,Protocol Logic,Safe Multisig wallet Phishing Exploit,1400000000.0,Ethereum,False,CEX,1400000000.0,2286.0,Solidity,https://x.com/benbybit/status/1892963530422505586,,2025-02-21,2025-02-21,bybit__2025-02-21__5c16de6d,defillama#2286
Save,11/2/22,Ecosystem,Price Oracle Attack,1260000.0,Solana,False,DeFi Protocol,,458.0,Rust,https://twitter.com/solendprotocol/status/1587671511137398784,parent#save-protocol,2022-11-02,2022-11-02,save__2022-11-02__a6559c16,parent#save-protocol
Amun,12/26/22,Protocol Logic,Controlled Rebalance Manipulation,300000.0,Ethereum,False,DeFi Protocol,,400.0,,https://medium.com/amun-tokens/peco-dfi-post-mortem-december-26th-2022-46576394def9,,2022-12-26,2022-12-26,amun__2022-12-26__8fbb9800,defillama#400
GANA Payment,11/20/25,Infrastructure,Private Key Compromised,3100000.0,BSC,False,DeFi Protocol,,,Solidity,https://www.theblock.co/post/379619/gana-payment-exploit,,2025-11-20,2025-11-20,gana-payment__2025-11-20__42463250,name#gana-payment
Thorchain DEX,7/15/21,Protocol Logic,Over-ride Logic Exploit,5000000.0,Ethereum,False,DeFi Protocol,,412.0,Solidity,https://rekt.news/thorchain-rekt/,,2021-07-15,2021-07-15,thorchain-dex__2021-07-15__c3dac341,defillama#412
Roll,3/14/21,Infrastructure,Private Key Compromised (Unknown Method),5700000.0,Ethereum,False,DeFi Protocol,,,,https://rekt.news/roll-rekt/,,2021-03-14,2021-03-14,roll__2021-03-14__fca6b15e,name#roll
Warp Protocol,12/18/20,Ecosystem,Flashloan Price Oracle Attack,7800000.0,Ethereum,False,DeFi Protocol,,601.0,Solidity,https://rekt.news/warp-finance-rekt/,,2020-12-18,2020-12-18,warp-protocol__2020-12-18__1032dac6,defillama#601
ThalaSwap,11/15/24,Protocol Logic,Drained Liquidity Pool,25500000.0,Aptos,False,DeFi Protocol,,2795.0,Move,https://cointelegraph.com/news/thala-recovers-25-million-exploiter-hacker-caught,parent#thala-labs,2024-11-15,2024-11-15,thalaswap__2024-11-15__17c8a153,parent#thala-labs
Raft,11/10/23,Protocol Logic,Infinite Mint and Dump,3300000.0,Ethereum,False,DeFi Protocol,,3068.0,Solidity,https://twitter.com/AnciliaInc/status/1723055359034568828,,2023-11-10,2023-11-10,raft__2023-11-10__3190e252,defillama#3068
Kalax,10/14/24,Rugpull,Drain Vaults,350000.0,Blast,False,DeFi Protocol,,4677.0,Solidity,https://x.com/0x50313335/status/1845398390491726296,,2024-10-14,2024-10-14,kalax__2024-10-14__ac8da088,defillama#4677
MSCST,12/28/25,Protocol Logic,Atomic Sandwich Attack,129900.0,BSC,False,DeFi Protocol,,,Solidity,https://x.com/hklst4r/status/2005515461773885670,,2025-12-28,2025-12-28,mscst__2025-12-28__02382976,name#mscst
